room id,review count,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
11566029,2,,10,10,10,10,10,10,"Awesome. Nuff said! Coming from a native New Yorker, I absolutely love the pizza here. Fresh ingredients and super fast on the service make this a must stop for all of our out of town guests. Love the aluminum Coca-Cola bottles which go great with our delicious pizza."
,,,,,,,,,I've been hearing about this place for a long time and the previous times we managed to make it on a day it was closed so FINALLY we came to find out what all the hype was about. It was suggested that we try the San Gennaro and Lasagna pizzas. The SG uses sausage from Chicago and has some great peppers to add a little kick and a lot of flavor. Super great pizza. The other pizza has a weird name because I had a different idea of what it might be versus what it was. I am a sucker for ricotta so that got me but another great pizza. I was going back and forth and I'm not sure there is a winner but I can tell you there definitely are no losers. The ambiance is super quaint - Italian music playing while the cooks make the pizzas. And the pizzas come out within minutes and it's BYOB. Can't beat this spot!
9029464,2,,10,10,10,10,10,10,"Heard many great things about this local pizza spot at Georgia Tech. It was buzzing. (haha GT joke I guess). But anywho! Pizza was rather expensive for average taste. I paid $23 for the San Gennaro which had sausage, red peppers, onions and mozzarella cheese. Our fresh pizza took no longer than 6 minutes to come out which was great! Service was quick and delightful. 



My friend and I were able to see the chefs do all their prep and cooking right in front of us and I absolutely love that concept anywhere! 



For $23 I couldn't believe they give you cups just so that you can go to the sink and fill up your complimentary water. I know I'll get tap regardless, but I don't think I should have to walk up to a sink and fill my own cup. 



Parking was large! Small parking in the front, but tons of parking towards the back of the restaurant. So it shouldn't be difficult to secure a spot. 



I probably would come back, but it will be quite some time. Price just isn't worth their food, in my opinion!"
,,,,,,,,,"Lost my draft, but will try to keep this short and to the point. Even though you might be reading this while waiting in line. 



Location - The layout is weird with just one ""main"" dining table like they only expected people to do take out when they first opened. Throughout the years, they've added more tables and chairs to the kitchen area. One thing if it's cold outside, the kitchen is the warmest spot in the place. Now, if you're here and it's summer - get plenty of water and wear short sleeve clothes. It's going to be a slight sauna. 



Service - Order at the counter, food is brought to you if you can find a seat. Don't be a snob please and share your table if you have room for anyone asking. 



All the times I've been here and brought someone who has visited prior, the San Gennaro is the pizza that everyone loves. I don't think I've tried any other topping combination besides the basic margarita. 



Yes, drinks are a little over priced. I usually get the blood orange san pellegrino. Slightly sweet but still mellow. The coke bottles are small and not really worth it. 



I've also had the chocolate cannolis, but I think saving room for gelato is more worth it. 



If food alone, it would be a 5. But I'm glad the Avalon location fixed the seating issue that is problematic at this original location."
14428305,16,5,10,10,10,10,10,10,"Antico's is by far my favorite pizza restaurant in Atlanta. 



At Antico's, you are family. The ambience is loud and tightly packed with people laughing & conversing at each table. The restaurant allows their patrons to bring in their own alcohol when dining there which is always fun/saves money. 



When it comes to what to order, the San Gerrano is by far my favorite pizza with the Diavalo being a close second. After ordering, you can sit down and wait for the friendly staff to freshly make & bake your pizzas. 



Just trust me and go to Antico's, you won't regret it!"
,,,,,,,,,"I think after hearing so much about this spot I had higher expectations, it was tasty but nothing amazing to me. I really loved that you can bring your own bottle of wine which makes it a lot of fun and great to catch up with friends which could be what brings me back"
,,,,,,,,,"Antico Pizza Napoletana is still consistently delivering the best Pizza in Atlanta! My all-time favorite is the Bianca. Antico pizza dough made with triple zero flour imported from Italy - is the best i've ever had - and I've had my fair share of pizza around the globe! 



Top that with the finest ingredients imported from Italy - fresh salty Ricotta, Pulled Fior di Latte and Bufala mozzarella cheeses, fresh Pecorino Romano cheese, Torn Basil - all topped with fine extra virgin olive oil! 



I think my favorite part of Antico might be the accouterments. The Parmigiano-Reggian, Calibrian chile, and Olive Oil are my favorites! And if you've never tried Calibrian chile, you're long overdue. I recommend you stop what you are doing and head to Antico now!"
,,,,,,,,,"Casual birthday dinner here on the weekend and this place was hopping. The weather was beautiful, so everyone was out for pizza. We got the meatball pizza and zomg it was amazing. We opted to sit outside across the street, because it was super loud and crowded inside. Food was great."
,,,,,,,,,"My hands down favorite pizza in Atlanta is Ammazza but since their unfortunate closing, I've been itching for the next best thing: Antico. I thought my pizza was slightly soggy in the middle but overall a good pie."
,,,,,,,,,"Horrible, horrible experience. If I could give zero stars I would. 



Came here with a group of 10, several of us are in the industry. 



As half of us are still eating,The most miserable employee I've ever met (older white haired guy) walked up to our table ten minutes after we received our pizzas and said we needed to leave our table because people were waiting. One of our friends said to him half of us were still eating and he suggested that half of us needed to leave and the other half could stay until we finished eating. He proceeded to be extremely rude and just stand there as if he wanted us to immediately get up and leave. 



I have been here before but after this experience I will never go back. This was literally the worst experience I have ever had at a restaurant and I or any of the other ppl at the table will not be back and will definitely not be recommending this place to anyone as long as they employ people with this guys attitude. 



For anyone trying to go to dinner without being pushed out of the door before you even finish your meal do not go here. 



And for the people who actually own this establishment, you should really be aware of employees who will eventually run your business into the ground."
,,,,,,,,,"Noticed the great reviews on this place and decided to check it out while in town. 



This place serves gourmet pizza and it definitely didn't let down. A lot of people who traveled to ATL also recommended this place. 



Margherita w/ pepperoni $23 - 4/5 - I enjoyed the flavors of this, but it didn't particularly blow my mind. The crust was a little too soft for my liking. 

Lasagna $20 - 4/5 - I don't remember it too much, but I enjoyed it. 

I tried some of their peppers they offered on the side and didn't really enjoy it. 



I'd recommend this place if you love gourmet pizzas but other than that i'd prefer a sicilian pizza from the east coast."
,,,,,,,,,Probably my favorite pizza in Atlanta. The real wood fire ovens they use give a great flavor and it is always fun to see them making the pizza. My favorite is either the margarita pizza or the Diavola pizza. This place can be somewhat pricey but it's worth it in my opinion as you are getting a great product.
,,,,,,,,,"Freaking awesome. Even if you choose the wrong pizza, it'll still be good, great service, eat for cheap. Amazing joint!!!"
,,,,,,,,,"Absolutely the best pizza ever!!! So good that we ordered an extra one to go since I don't live in the area!! It's better than the pizzas I had in Verona and Rome, Italy! Will definitely plan to return when in the area again!"
,,,,,,,,,"I guess it is true... I don't think I have had any other pizza that is better than this. 

The only draw back is.. i can only have one as it's pretty big. But pricy but worth it. 

Highly recommended..."
,,,,,,,,,"I love this place. The pizza is perfect. The cafeteria style setup is great on a not-so-busy day. I love feeling like I'm eating in the kitchen. The reason I'm giving 4 instead of 5 stars is because of the prices and front of the house service. At that price point, I can't just drop in anytime. The two girls at the front are strange..."
,,,,,,,,,"Hands down to the best Pizza ever. Even my friend from New York said he liked it better than what he has had in NY. I got the Capricciosa and it was a perfect size for two hungry people. They only have one sized pizza. It was great, had right amount of cheese, thin crust and brick oven made. I totally recommend getting it if you love artichokes. 

This place accepts the BYOB and I highly recommend getting your own booze because all the drinks including non-alcoholic drinks are really expnsive. A glass of wine is around $8 and a regular beer like Peroni will cost you around $4.50. 

Seating is limited here. The staff is friendly and helpful. 

I highly recommend this place to anyone."
,,,,,,,,,"I think Antico alone has added a few inches to my waist, and I'm totally okay with that. But who wouldn't? Their exemplary zas can make grumpy old men moan with happiness, and grown folks like me giggle like a little child watching that show with those walking, talking creepy-as-f*** vegetables. 



Seriously, though, my lady and I devour an entire pie about every other week or so, and Antico's pizzas make our lives that much better. 

***** 

I. FOOD & DRINK 

Can't really go wrong with any of the pies here. Why? Well, they consistently make amazing dough that comes out wonderfully soft and beautifully airy. And the sauce? It has a great balance of sugar, salt, and spice. Whatever else you put on it, it's bound to be great. Oh, and the cheeses they use are fantastic as well. Pizzas I've destroyed: 



*Capriciossa: with mushroom, artichoke, prosciutto cotto, and bufala, it's easily one of my favorites. Earthy, savory, cheesy, and fleshy - it has it all. 



*Diavola: spicy sopressata, pepperonata, and bufala - spicy, meaty pizza is always good. A favorite as well. 



*San Gennaro: with salsiccia, sweet red pepper, bufala, and cippoline, this baby also rocks. 



Regarding drinks, they have your basic Coke products, as well as different flavored San Pellegrino's. But the real kick-a***ness is that patrons are allowed to BYOB. So, you'll see people bring in some nice bottles of reds - even with their own glasses sometimes - and get down. 



BTW, across the street, they have this gorgeous, quaint pasticceria ideal for fun dates with a loved one during the Spring, Summer or Fall. Shoot, I sort of like this building more than the pizza joint. Things to know: they have some bomb as hell coffee, as well as marvelous cannolis. Can't go wrong with the gelato either. Oh, and definitely take advantage of the scooter they have outside. A chubby dude like me looks ridiculous on one of those things. 



II. SERVICE 

For whatever reason, the service... well, is poor. During the handful of times I've waited in line - either during the weekday or weekend - there always seems to be an issue. It's either one of the following: 



1) The cashiers enter the incorrect order, and we have to accept a pizza that was not the one you wanted because when you complain about it they say they can't do anything; 



2) Your pizzas are taken by other people that claim to have the same name. 



3) The cashiers exude snarky, eye-rolling rudeness (which I usually don't mind). If the service was fast or even consistent, I would let a lot of things slide. But it's not. 



I do admit, though, three of the eight or so times I've been there no problems have occurred. They seem to be rare, though. 



III. ATMOSPHERE/ DÉCOR 

It's Hunger Games-like when that line forms, and the steaming inside seating area is scarce. Opt to take the pizzas to go, unless you visit during non-peak hours. 



IV. PRICES 

Pizzas run around $20 or north of it. The deliciousness is definitely worth your hard earned cash, though. 



V. OVERALL 

Absolutely stunning flavas, but the chaos and rudeness are ridiculous. So, my lady and I use Favor to have someone get the pizzas for us. That runs us about $10+, for someone to do that. And we think that it's worth it."
,,,,,,,,,"We love the pizza, beer and ambiance at this spot! The last time we came the pizza was a bit crisper on the bottom but hey no worries, when you're cranking out hundreds of pizzas a night things happen but the toppings are the main thing to me! Now that's it warmer, it's time to make another visit!"
,,,,,,,,,"We so wanted to try this pizza place but they refused to make a pizza without cheese. I know, I know, what's pizza without cheese? When you have an allergy to dairy, you get cheese less pizza. Everyone accommodates for this accept Antico's... not only did the say no, they were so rude when they said it. Just sad!"
13999372,3,4.5,10,10,7,10,10,10,"The hype is under rated... easily the best pizza and atmosphere in my entire life. 



Fast and friendly, subtle flavors in the sauce and crust. I will come back here everyone I'm in Atlanta!"
,,,,,,,,,"I love thin crust and the pizza here is almost perfect. It's floppy and loaded with cheese. The ones we got were slightly burnt on the bottom, but I'm not sure if that's their signature style or what, but burnt bottom isn't my thing. Overall, it still tasted good. The lasagna pizza was $21 and the Margherita was $20 (which tasted like a meatless version of the lasagna pizza). 



There's a seating area in the back of the restaurant next to the open kitchen. You'll have to share the bench seating if you want to dine in. It was packed when I came for dinner on a week night. Since it's located near a college, you can expect to see a lot of college students here. 



It's BYOB but they also offer an Italian beer called Peroni for $4.50 a bottle and wine for $6/glass. 



There's a small parking lot and we were lucky enough to snag the last spot when we arrived. There's also street parking out front."
,,,,,,,,,"The pizza here is actually very good. However I have come 4 times now and ever single time the same employee is extremely rude, to the point that I can't enjoy my meal afterwards. 



Only most recent, and last visit, there was an extremely long line out the door. After waiting for almost 45 minutes to my dismay I am helped by the same RUDE girl who always happens to be available during my turn. This time she began counting her tip jar in the middle of me ordering my pizza, and made me wait until she had finished counting her personal tips to reorder and pay. 



I don't think I have ever before been treated with such disrespect. 



Save yourself the frustration."
11222872,63,5,10,10,10,10,10,10,"Marinara pizza is very good, the Verdura pizza also, good crust, cheese also good. Place is very italian and good decorarion, cookers are good."
,,,,,,,,,The pizza's and calzone's we fabulous. Best tasting pizza I have ever had. The menu was all in Italian and the only beer they sold was the Italian beer Peroni. The food is cooked right in the same place where people eat and is served on giant cooking trays. No plates. The experience was worth it.
,,,,,,,,,"THIS PIZZA OMG JUST GO 



also gelato place across the street. I've been to Italy. Might as well just stay home in ATL since Antico is here."
,,,,,,,,,I still think this is the best pizza in ATL . It just is!! Went here recently after a falcons game and got right in -no lines! Got the pizza w peppers and meat on it. Kick to it but not too spicy. The communal tables work well. Do wish they had more drinks bc we didn't BYOB coming from the game. This place still does it right
,,,,,,,,,"If they awarded Michelin stars for pizza places this is the place that would get them. 



Best pizza I've ever had 



Margarita is out of this world. 



Even my toddler son said ""mmm so yummy"""
,,,,,,,,,"I have been here several times, each time thinking this will be better than the last time. I don't really concur with others raving about the pizza. It is ok pizza at best. To me the pizza is chewy and way too thin. It's inconsistent as well, sometimes the bottom of the pizza is burnt and eating it feels like chewing on charcoal bits. Other time the pizza is soggy and lacks flavor/sauce. The only saving grace is the free extra sauce you can request to dip the pizza in. Also, the menu is very limited as you cannot customize. I don't eat pork and the only pizza I can get is the margherite, which is the tomato basil, which you only get maybe about 3 leaves of basil on the whole pie. There are better pizza places in ATL, for more reasonable prices."
,,,,,,,,,"Why does the service at this family of restaurants have to be so terrible???? 



I love their pizza. It is my favorite in the city. The margherita pizza is simple and perfect. Unfortunately I am blown away by the unfriendliness of the cashiers every time I come. Rude on the phone and offensively rude in person. I took some family yesterday and walked up to the counter and said hello. The young woman literally did not look up and just walked away. After an awkward minute, the woman at the neighboring register called for next guest, but she was equally rude. 



I love your pizza, but PLEASE give your staff some customer service training."
,,,,,,,,,"This has become an Atlanta staple. We've been coming here for years now. Amazing vibes and even better pizza. Love that it's BYOB. If you like spicy, you can't go wrong w/ the Diavola. The lasagna pizza is pretty great too."
,,,,,,,,,This place is Soo over rated. athantic italian pizza they don't have olives for a topping. Italy is known for olives
,,,,,,,,,"This is the best pizza in ATL. Not sure how it has a lower rating, perhaps it's the line to get food, or the lack of seating/parking, but that's part of the experience in my opinion. Their white pizza is my favorite followed by the diavlolo. The BYOB without a corkage fee is an exceptional way to deal with them only serving beer and soft drinks/water. The crust is typical wood fire cooked Italian style pizza. They have a toppings bar inside the kitchen with garlic, peppers, olive oil, etc. You can also watch the staff cook the pizza and prepare everything as the seating goes inside the kitchen. It's truly an experience. Price is about $20-25 a pie, which is steeper than others, but you're getting an extra large pizza."
,,,,,,,,,"Great pizza, TERRIBLE service. Try to ignore the rude employees and just focus on the delicious, fresh pizza!"
,,,,,,,,,The service speed and politeness was satisfactory. The pizza had an interesting flavor (never had sweet peppers on mine before) that was filling and had that great ooey gooeyness some pizza places have.
,,,,,,,,,Just tried to make a phone order. The woman took my order like they were going to make them and I asked what the wait would be. She told me there is no wait so I said ok can you start them in 10 minutes. Then she tells me they don't start them until you actually get there then she hung up on me! So rude!!
,,,,,,,,,"My husband and I were in town just for the weekend and saw so many great reviews about Antico that we had to try it! We ordered the San Gennaro to split and found ourselves a seat in the kitchen area. I loved that you could watch them make pizza! Less than 2 minutes later our pizza was ready and delivered to us. Crazy fast! It came on a giant sheet pan which ended up being my plate. I think that's what others did as well. Over by the kitchen they have extras of toppings such as fresh garlic, red pepper, grated Parmesan and more. 

We had originally planned to have tap water but once we found out it was from a sink that people wash their hands in the kitchen seating area we decided to buy a bottle. It would be nice to have a separate fountain just for drinking water. Even if it's from the tap. 



The pizza was good but not the best Napoli pizza I've had. Maybe I was hyped up too much and excited expecting something so amazing. Side note: the pizza is good cold leftover the next day. My husband disagrees with me and thought it was the best he's ever had. 

I'd suggest going if you're in Atlanta as it is good. But since I live near a Cane Rosso (in Texas) I would definitely choose to go there instead if I had the choice."
,,,,,,,,,"The pizza is one of the best in Atlanta. I'll give them that. But unfortunately you can't enjoy it if you try to eat in the restaurant. 



We had a party of 8 there for a birthday on Saturday night around 6. Our pizza came quickly and we are quickly. Within 15 minutes of sitting down the manager kicked us out to open up the seats. We'd just opened our second beers. Not welcoming at all, and put a damper on the evening. 



I was there 5 years ago and instead of forcing people out of the restaurant, the owner was giving free Canolis to everyone to celebrate a birthday. Sad to see how times have changed."
,,,,,,,,,The pizza here is pretty but lacks flavor. The pizza is not made fresh when you order which I think is another reason why they do not allow ANY substitutions or half pizzas. My pizza was cold. The crust was burnt and all the ingredients fell off. Also beware of the dinner and lunch rushes. The place gets extremely loud. There is nowhere to sit and minimal parking. I was very disappointed after looking at the reviews and seeing the pictures everyone posted.
,,,,,,,,,"Until this last visit, I had regarded Antico as my favorite Neapolitan style pizza outside of Naples. When I walked in the door I was greeted by the rare scent of cooking pizzas that is rarely found in pizzerias. 



The dining room that faces the ovens is great fun, but my Margherita came out very quickly, and was quite haphazard in appearance. A scant amount of sauce and a very doughy pie really left me cold on this experience. The sauce dumped on in a swirl, and not evenly applied, leaving the a good third of the outside of the pie topped with nothing(I posted a photo). This isn't consistent with past pies, and is a sign of careless pizza-making."
,,,,,,,,,"My friend and I came here on a Saturday at about 12:45. I parked in the back of the restaurant where there was additional parking. I was happy that we didn't have to wait long to order. We shared a small margherita pizza which cost $20. It was a little pricey, but the pizza was really good. The portion was also pretty big for a small. The pizza came out very fast and it was nice and hot too. They have little condiments such as oil, Italian seasonings, cheese, pepper flakes, etc that you can add to your pizza. Each table had cups but I wish they had ice water. We ended up filling our cups at the sink which I assumed was for drinking water. It was busy, but we snagged a spot at a high top table. Overall very tasty and super cute place. Would definitely come back!"
,,,,,,,,,The food is to die for. But service today left a lot to be desired. The two girls at the counter were more concerned with carrying on their conversation with their male friend than to help customers. When they finally gave us attention there was a strange attitude... And as long as we were there (45 minutes while eating) they continued to entertain their friend
,,,,,,,,,"I always eat pizza hear! Best pie in the city, I only wish i could add mushrooms to any pie."
,,,,,,,,,"Hard to find many better pizza restaurants than Antico. It's some combination of the food and the ambiance. It can get crowded, so take-out isn't a bad idea, but you need to sit and eat in the restaurant for the full experience."
,,,,,,,,,"Omg! Best meal during Irma evacuation from FL. Best pizza, better than NY Grimaldi, dare say. Good ingredients with perfect brick oven crust. Would be worth a stop again after a drive of 7 hrs from Fl."
,,,,,,,,,My favourite pizza joint in the US - hands down. They imported brick ovens from Italy. They serve family-style and offer BYOB so a great spot! I also love how casual the atmosphere is here. It's a great hidden spot in Atlanta.
,,,,,,,,,"Antico is one of my favorite pizza places in Atlanta. The ovens are imported from Italy and it's got a really fun vibe. The majority of the tables are literally in the kitchen and it's BYOB so you can bring a bottle of wine or a couple beers and have a good time. 



Last night I got the lasagna pizza, which is decent but the diavola is my favorite. The san gennaro is also pretty good. 



As cool of a place as this is, don't ever try to go here with a group. It's always crowded, and the seating is terrible for groups. It's also not the best place for a date, at least a first date, because odds are you might end up sharing a table with randos and it could get awkward real fast."
,,,,,,,,,"So disappointing. The pizza was limp lol no folding this one, all your toppings will fall off. The dough was very rubbery and almost raw in the center. Nothing special. The hole in the wall trend with Italian music and a menu you can't understand must be it's appeal. I'm from NYC and I'm looking for great pizza, but this place isn't it."
,,,,,,,,,"Possibly the best pizza I've ever had. Really authentic but also fast so you don't have to wait forever. Only issue is seating can be hard especially if you have more than 2 or 3 people in your group, but well worth any wait for seating."
,,,,,,,,,"The pizza was good, large quantity but a little pricey. Their beer selection was not good and all the drinks were served warm. Fast service with plenty of seating. I would go back if I was in Atlanta and hopefully the beer would be colder."
,,,,,,,,,amazing. i love pizza and this place was great the crust is amazing ! visiting from miami because of hurricane irma and this is the spot!
,,,,,,,,,"Great pizza...lets start there. I would give it a 5 star rating...but I dropped one because they won't let you customize your pizza. Not sure why to be honest. Despite that little annoyance the pizza is delicious and the setting is neat. I also feel better about the 4 star because the girl working the cash register and taking orders was not very friendly and was literally playing on her phone as we were asking her questions about the menu...very unprofessional and rude. They should ""fix that glitch."" 



All in all would definitely go here again, the dough/crust is YUM YUM YUMMY."
,,,,,,,,,"I'm gonna be honest. I'm an Asian American student, not a pizza connoisseur. If you were to hold me at gunpoint and ask me where Naples is, I won't be able tell you. But I will give you my honest opinion, free of glitter and fancy words. 



The restaurant is always busy around the clock; the line was out the door when my party got there (5pm on a Saturday). Wait time however was pretty quick, and seats weren't all too hard to find. It's BYOB, but if you forget, they also sell a few beverages, like pellegrino. If you're too cheap for drinks, they have plastic cups at each table, and faucet water to drink (literally they pointed to a faucet when I asked for water). 



They don't come short when it comes to the quality of ingredients. The whole business is entirely transparent. There's a rack of proofing dough in plain sight when you walk into the dining room, and ovens blazing in the back. The toppings were even top notch qualities, the pickled peppers were tasty, garlic was fresh, and the parmesan was good (I got an extra cup to eat separately). 



The pizzas are roughly $20 a pie. That's kinda pricey, for a student like me. It's roughly a medium size delivery pizza, and can feed 2 people comfortably (they're not that small). From what I read in the reviews, there are 3 pizzas that yelpers would die for. If you wanna be safe, go for the margherita pizza. If you're fine with anything, get the San Gennaro. If you're a bit adventurous, order the Diavola. The pizzas come out really quick, so find seats ASAP. 



DIAVOLA - $21 

So I ordered the diavola pizza with my girlfriend. The pizza was topped with spicy sopressata, pepperonata, and bufala. In English, it was topped with some fancy pepperoni, spicy peppers, and fancy mozzarella cheese (sorry guys). The sopressata salami tasted a lot like regular pepperoni, just a tad bit more fattier and more savory, but not a whole lot difference. The peppers were a nice addition, and had a little sweetness that added to the pizza. The bufala tasted like regular mozzarella, I couldn't really tell the difference. The problem I had with this pizza was that it was really salty. I didn't taste any balance in flavors, just the saltiness from the sopressata. To add to that, the pizza was a bit on the dry side and oily on top, contributing to the need for water or some other beverage. The crust was a bit thick for me, compared to the rest of the pizza. 



I tried the margherita pizza, which I thought was better than the diavola pizza. It was simple and classic: not much you can mess up on. Also, try to eat the pizzas as quickly as possible, as they tend to turn soggy the longer you wait. In the end, I wasn't amazed by the pizzas, they were just okay. Basically my two cents is this: as a yelper virgin to authentic Italian food, I'm not sure if this place is worth the hype. I will definitely visit this place again when I'm in the area, but for now, I'd suggest trying one of the other amazing restaurants in Midtown."
,,,,,,,,,One of the best pizzas I've had. The dough was interesting. The flavor was just right. There's a great gelato across the street which they also owns. And you can order to have them bring it to the caffe since the seating is very limited at their pizzeria.
,,,,,,,,,Amazing. Closest I've ever tasted to pizza in Naples Italy. Lasagna pizza was my favorite! The place is byob but still very family friendly.
,,,,,,,,,"The pizza taste different from your typical American pizza places (mellow mushroom, pizza hut ect) I would say it taste more like the pizza that is sold in Europe. Cant really say if its better or worse but it is definitely different. I didn't like the seating arrangements. There are several huge tables and you have to sit alongside other patrons. Not a favorite of mine but I will join friends to go eat there if they suggest it."
,,,,,,,,,"I believe it's BYOB. The sitting is very European traditional with big tables and you sit next to strangers, kinda odd at first. The pizza is crunchy enough, but soft at the same time. I enjoyed watching the process of how the pizza was made. My favorite pizza joint in all of Atlanta"
,,,,,,,,,Pizza is good but not going here again after reading about the ill treatment the employees received.
,,,,,,,,,"Hands down, some of the best pizza I have ever had. I have been to hundreds of pizza places all over the world, and this sh*t right here?! I'm not even a big pizza person, but this has me thinking otherwise. You get to watch the kitchen go to work as you wait for your pizza, the atmosphere is authentic and not too crowded on a Monday, and you can also walk across the road and get gelato! I will tell my grandchildren about this place one day"
,,,,,,,,,"Pros: 

Not a bad price for some of the best pizza in Atlanta. 



Cons: 

They're too hip to give you plates so you have to eat on shitty paper towels. 

It gets really crowded in there and they pack you in really close together so don't bring a large group. I've seen people in there who had to eat their pizza standing up. 

No table service. 



Pizzas come in a large size only. 



Notes: 

BYOB"
,,,,,,,,,"Illinois guy here and yep, those ARE five stars! Tender crust that you have to fold to eat is my favorite pizza and so far in my long life of eating pizzas, Antico is the best example I have ever had. 



It is not greasy, even if you go with the meat-and-ricotta laden Lasagna pizza like we had. We also had the base model Margerita. The quick hot oven method means no charring that you find in ""coal fired"" ovens which I find disgusting. Plus it comes out in 10 minutes which is bonus. 



BYOB plus the good selection of sparkling waters made Antico a five star selection pertaining to consumables. 



Now. I am no longer 25 years old and don't dig the whole 'park it where you can' seating methodology of the place. It is chaos in Antico. But you can also ask them to send your pies out to the lounge across the street where you can dine in relative comfort and sip the nicest lemoncellos I have ever had. Wish I knew that coming in. Oh well, next time."
,,,,,,,,,"Absolutely delicious fresh pizza. Classic style. There are also different 'condiments' such as pepper marinara, fresh garlic, olive oil, pepper flakes, parmesan, etc. super packed at times, especially after games, but totally worth the wait!!!"
,,,,,,,,,"Not great. Too much hype. At least it is so, with the one located at Avalon. The dough was a bit unevenly cooked, parts of it was burned. The Peroni out of the tap, not good. I've had the bottles in Europe and was much, much better. For pizza like this kind, go to Vero on Dresden in Brookhaven. And order the Meatball Pizza."
,,,,,,,,,"It tasted like the basic drunk food pizza. I have had way better and would actually prefer Ginos over this place. Not sure what the hype is about. 



I also hated the set up of the place. It's just some ugly oversized picnic type tables. Not exactly a place you would want to dine at. This is something you would likely want to buy as take out."
,,,,,,,,,I was in the area and decided to drop in. I had the margarita pizza with pepperoni and it was delicious. I love authentic brick oven pizza and this restaurant didn't disappoint. I will definitely return when I have more time.
,,,,,,,,,"Do you like pizza? Authentic pizza? Mind having a little wine w/ur pizza? Mind watching ur pizza come to life? If I could have dinner here every Saturday night, I would! In fact I may have to make that a new years reso. Ultra cute date spot or THEE most mature, casual, metropolitan place to be on a Saturday night. And the pizza, did I mention how freakin' great the pizza is here?!?"
,,,,,,,,,"What an interesting place. It definitely caters to the college crowd but families and singles can easily fit in as well. don't expect fancy and don't expect them to cater to your pickiness. Do expect excellent pizza. It's some of the best I've ever had. The menu is limited with just pizza, pizza or ... pizza. Seating is limited. Expect to share a table with many - or stand as you eat on crowded nights. It's definitely an experience worth trying."
,,,,,,,,,"You order what you would like as soon as you walk in, and are given a number. After ordering, you walk into the dining area, where the seating is ""first come first serve"" picnic style benches and tables. 



Walking in the dining area you instantly smell the delicious scent of a brilliantly made pizza. You hear sounds of Italian opera and people laughing and talking. You see two brick ovens with amazing goodness in them and an open kitchen with smiling pizza chefs. Your pizza is delivered to you by number calling, and the rest is easy. You laugh, you smile, you eat, and you drink (it's BYOB). 



The pizza is made traditional Italian style and is the absolute BEST in Atlanta. Being from New York City, I'm quite the critic, but when it comes to Antico I have nothing negative to say."
,,,,,,,,,Excellent pizza! We stopped in before a campus visit and we loved our lunch! Our pizza was awesome! It tasted just like Pizza from Italy!
,,,,,,,,,"I have to agree with the recent posts that said the pizza was ""ok"". It was good but nothing to scream about. The dough was tasty and slightly chewy like an Indian nan type of flatbread for the crust ( describing what it was like texture wise). 



The prices were outrageous for pizza as were their small 6.5 oz coke bottles for $2.75 each. You cannot make any substitutions at all, out of the question when I asked. 



The 4 cheese calzone was noting like a typical calzone, a real disappointment and oozing oil that made the bottom soggy after 5 minutes. The pizza has no crispness under but rather a softer texture which also got soggy after 5 minutes. 



For 1 pizza and 1 calzone to cost over $50.00 with a few sodas, I would of expected a lot better. If you see my other reviews, I never mind spending $$$$ on food but for Pizza, it's a ton of hype or a ton of people who haven't had other Italian pizza from real Italians ( not a single one here, they all spoke Spanish in back ). 



The gelato across the street was also ok. No tasting allowed so don't ask and the salted caramel had ZERO salt flavor, just tasted like bland caramel, so nothing special and definitely not salted as it should be. 



Save your money. Don't get me wrong, it was ok, nothing bad, but I wouldn't be jumping up and down telling people to go here."
,,,,,,,,,I think the pizza is decent but it's a bit hyped up. Seating is a bit of a challenge as it can get very packed.The struggle is real. Especially when all you want to do is eat pizza. Hot. The way it should be.
,,,,,,,,,"As far as pizza goes, you can't really get much better than Antico. The pricing is expensive but in return you get great quality and a pretty large pizza. Two of my girl friends and I split the $22 San Gennaro pizza which had Italian sausage, sweet red pepper, mozzarella, and onions. It was so large that we were all full and still had another slice left over. Another great thing about this place is that it's BYOB and provide plastic cups so we brought 2 bottles of wine to go with our meal. The seating is also worth noting since it's communal, family style seating. 



The parking situation isn't bad as they have several little lots that you can park at. We parked at the Antico corporate office lot. What's also cool about this place is that you can walk across the way to ""Caffe Gio"" (owned by the same company that runs Antico) to get some gelato for dessert."
,,,,,,,,,"This pizza is the real deal. We came here for lunch while visiting ATL and this place didn't disappoint. The atmosphere was very casual and the food arrived quickly. They also have self serve tables with toppings like olive oil, Italian peppers, fresh garlic, parmesan cheese, etc. The ingredients were fresh, simple, and incredibly tasty. You wouldn't think that Downtown Atlanta would be home to an authentic Italian place like this, but it is. We'll definitely be stopping by next time we're in town."
,,,,,,,,,"Pizza is all about the crust and they have it nailed. It's a little yeasty and bubbles up along the sides and sometimes in the middle, and those huge ovens must crank out crazy heat because they come out with a beautiful char on the bottom without overcooking the tops. I've had quite a few different pizzas there and not have been less than terrific. Add to that the good-but-inexpensive wines and the chill atmosphere and it's a total winner."
,,,,,,,,,Amazing pizza!!!! I thought I was in heaven. The crust and ingredients were delicious!!
