room id,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,Convenient location.  Well kept apartment.  Couldn't ask for more!   
,,,,,,,,Cozy place in a convenient location. Kristi was a great host. The fridge was full of drinks and the bathroom was stocked with toiletries. I would definitely recommend using one of her condos if you're planning a trip to Austin. 
,,,,,,,,Very nice place and very close to everything we wanted to see in Austin. I recommend this condo if your staying for business or pleasure.
,,,,,,,,My boyfriend and I stayed at this condo and loved it! Very clean and modern with a nice-sized bathroom and kitchen. Perfect for 1-2 people. It is in a quiet neighborhood close to the Capitol and a 15-20 minute walk from the fun parts of 6th St. I highly recommend this place! 
,,,,,,,,Stayed an extra night after a company retreat for Pebble Technology. Kristen's pad was wonderful and I would totally stay again whenever my travels find me in Austin.
,,,,,,,,"Wow. Where to start? This was our first AirBnB experience, so my girlfriend and I now have some incredibly high standards thanks to Kristen. The condo was in a great location, close to campus, close to the bus, close to the Capitol building, and for the price it couldn't be passed up. Booking it was no hassle and luckily we got in on a weekend without Longhorns football goers to contend with. This is all before we got there. 

With a week to go, we had the customary checkin, and Kristen pointed out that it would be a bit chilly and we should prepare. Little did we know that it was almost historically cold, as we ""escaped"" a dark and stormy San Francisco week into a frigid 38Â° weekend in Austin. Kristen was apologetic the whole time, and kept telling us about how we have to come back when it's hot and how it's totally different, but we still had a great time. 

The condo was warm and she stocked it with a pound of coffee, which we made a pretty big dent in considering the weather. Everything was neat and cozy and was perfect for a short weekend. 

But the best was still coming. When the end of the weekend came, our flights were a little off and we were there past the regular checkout time. Luckily for us there weren't any people checking in on Sunday or Monday so she said it was OK to stay, and then as we're packing up, she shows up to straighten things up and without any hesitation offers us a ride to the airport. We wholeheartedly appreciated the gesture and the ride over was like one last tour of Austin. By the end of it I was ready to plan our next trip right then and there!

Long story short, Kristen made us feel so at home after three days of bad weather in a vibrant town and I feel like I'm obligated to take her up on her offer to come back when it's warm. If it works out hopefully we can stay with her again!"
,,,,,,,,"I had a great stay in Austin at Kristen's place. It was as advertised, with plenty of space, clean, and quite convenient to downtown Austin. She was helpful as well in giving me tips on Austin and helping me get a cab for the airport. I would highly recommend her listing and would stay there again."
,,,,,,,,Kristen was a nice host for my first AirBnB experience. She communicated with me before the trip and made sure I knew what to expect. Her condo was in nice condition and as she advertisted. She even came by with some extra drinks for the fridge for us during our visit. The condo is well located - we were able to walk to both a UT game and to downtown without any problems. 
,,,,,,,,"The location can't be beat. Its close enough to West 6th and downtown to be fun, but remote enough to be quiet. I've always loved this neighborhood. Its an easy walk to campus, downtown, and SoCo (SoCo is about 2 miles, but its flat and there's lots to look at as you go, so its really nice). If you're taking the bus to/from the airport, its about a mile or so to the stop.

Everything was clean and Kristen was really a phenomenal host. She let us check in early and leave late, which we appreciated. Overall, great experience!"
,,,,,,,,"This was a great place to stay when I attended a conference on the UT campus. Short walk to the campus, safe neighborhood. The condo was very comfortable. I appreciated that there was coffee and some drinks and food available, although the kitchen is probably not well stocked enough (pots & pans, tools, etc) allow you to cook a meal. "
,,,,,,,,"Kristen's condo was perfect. It was very comfortable. The location was great as well. It would have been an easy bike ride or a longer walk to the central downtown area. We had a rental car, so having the garage below the condo was really nice. Kristen was also very responsive to any questions we had during out stay. Highly recommend this place."
,,,,,,,,"My wife love it, great place and location. Fantastic
Will come back again for sure soon.
Great host, always attending to our needs
We have a total of 4 airbnbs in this trip, this came out tops! 
5 stars *****
"
,,,,,,,,"We made a last minute decision to stay in Austin and Kristen was very quick to respond. Her apartment was very clean and was in a great location. It took only a couple of minutes to walk to a bus stop, and from there it did not take long at all to get to 6th st. We will definitely be looking into staying at her apartment again next time!"
,,,,,,,,"This is a great apartment close to downtown and UT. The unit itself is very clean and simple with all the space and amenities that I needed for my 3 day stay. It was so close to everything in fact that I ended up not renting a car and either walking around or taking the bus--for example when I went to down to South Congress. Kristen even immediately responded when I asked if she had a iron, and brought one over the next day. I will definitely stay here again if it is available on my next trip. "
,,,,,,,,"Our first attempt at using Air BnB was a success thanks to Kristi and her prompt communication ... the condo was clean and in a great location, just a couple blocks away from UT and short driving distance from everything we wanted to experience in Austin. My boyfriend and I had a great trip and we'd look to see if the condo is available next time we're in ATX! "
,,,,,,,,"This was our second stay at Kristen's place! It was is amazing. My wife and I were visiting for ACL, and this was the perfect place to come home to after the craziness of an all day Festival. This is now our ""go to"" place to stay while visiting Austin.  Great price, great location, and great host! You can't beat it! "
,,,,,,,,"I had a really nice stay at this condo. It is very clean and modern with great space. The host was pleasant to communicate with and very accommodating. She even let me check in early for a much needed nap before the wedding. I would stay again for sure!
"
,,,,,,,,Great stay for the price and location. Would recommend!
,,,,,,,,Kristen's place was very nice and spacious. Very clean and quiet with easy and free parking. Was centrally located and very easy to get to downtown 6th street and s Congress. We ended up driving around for convenience since it was a weekday but I imagine you could walk to 6th st or take a very short can ride. Would definitely stay again and highly recommend staying at Kristen's condo. 
,,,,,,,,"A great stay. Kirsten's place was exactly as described, with excellent communication before booking, after booking, and during the stay. The place was easy and convenient to find, and Kristen had stocked the place with snacks, water, and local beer, which was a great welcome after a long day of travel."
,,,,,,,,"Perfect place to stay for both pleasure and business in Austin. A spacious and clean place, with everything you need within close distance. I would definitely stay here in again! "
,,,,,,,,The apartment was exactly what I needed for my quick exploration of Austin. Kristen was quick in communication and the transaction was effortless from beginning to end. The apartment was clean and the wireless internet worked great. Thank you Kristen! 
,,,,,,,,Kristen was so flexible and quick to respond.  She made my trip to Austin easy and carefree and I am grateful for that. The unit was just as the pictures showed and it was very clean and comfortable.  Nothing like staying in a 'home' away from home.  Thank you Kristen!
,,,,,,,,"Fantastic experience! I was heading to Austin on a 2 month project for work and needed a place to stay in a short notice. Tired of the hotel scene, I wanted to try something different. At first I was a little skeptical but after my conversation with Kristen I felt at ease and decided to go with her condo. VERY Glad I did! The condo was very nice and located in a good area and quiet location. Beats and hotel any day of the week if you ask me. She also came by once a week to clean up and change the bedding/towels. (She also folded my clothes that were in my laundry basket...how cool)
I would definitely recommend Kristens place anytime you stay in Austin! Thanks again Kristen!!!"
,,,,,,,,"Our 2nd stay at Kristen's place, Perfect location, good experience
"
,,,,,,,,"Condo was clean and just as advertised. Located in a quiet neighborhood close to downtown, this is a place that is not only convenient but ideal for a relaxing get a way. Owner was very helpful with directions & even provided a complimentary gift of snacks & wine. I highly recommend! "
,,,,,,,,"Unfortunately I did not get to stay at Kristen's apartment due to a mix-up, but she booked us at a very nice hotel downtown very quickly. It was a pleasure dealing with Kristen,with prompt and clear communication both before and during our stay in Austin."
,,,,,,,,"Great location and space.  Walkable to lots of shops, bars, and restaurants.  The place was very clean and comfortable.  

"
,,,,,,,,"Kristen's condo was absolutely perfect!  I stayed here for a little over a month to attend a summer intensive class at UT, and the location was perfect.  So close to everything!  2 minute drive to downtown, 10 minute walk to campus!  Comfy bed, large walk in closet, lots of counter space, and all the necessities needed for a weekend getaway or a long term rental!!  Super close to downtown, but located in a nice tree shaded QUIET area!!  Convenient parking underneath the building too, and nice front load washers/dryers in the laundry room a few doors over from the unit!!  Kristen was also a great host, and great with communication (usually instant responses to any questions I had).  I recommend her and her units to anyone needing a place to stay in Austin, and will not hesitate to stay here again!  Thanks Kristen!!!"
,,,,,,,,"Perfect Prime location!  Very nice and clean condo. Small, private and quiet complex / neighborhood. Safe gated parking. Kristen was very helpful and prompt with emails, and texts. Highly recommend condo and location. We already booked condo for August. "
,,,,,,,,"Kristen was a great host because she always responded promptly to my emails and requests. She definitely takes care of her place and is easy to book with. 
The condo was great! Very clean, easy to get to, with convenient covered parking, and very affordable. It's perfect for 2 people, but we made 3 work with one on the couch. Would definitely consider staying there again next time I'm in Austin. "
,,,,,,,,"Kristen's place is Amazing!! Very clean, cute, and centrally located. Parking was easy, and the complex is gated. We felt very safe. Kristen was very attentive, and polite. We will definitely be staying at her place again!  "
,,,,,,,,"I spent a month in this condo. It has all the creature comforts, modern, clean, and close to everything.  Located in the arts district, you have many options for restaurants, coffee shops etc., and only a 15 minute walk to downtown Austin's west 6th st.  Highly recommend.  The whole experience was easy and painless. "
,,,,,,,,"Great place!! Great Location, minutes away from the University of Texas and The State Capital.  

The condo was very clean and modern.
Next time I'm in town, I will be looking to stay here again."
,,,,,,,,This was by far one of the best short term rental experiences we've had.  The owner was extremely responsive and the apartment was perfect.  We will definitely by trying to stay here again at the next available opportunity.
4603265,4,8,10,10,10,10,10,The reservation was canceled 171 days before arrival. This is an automated posting.
,,,,,,,,The reservation was canceled 53 days before arrival. This is an automated posting.
,,,,,,,,The reservation was canceled 32 days before arrival. This is an automated posting.
,,,,,,,,The reservation was canceled 23 days before arrival. This is an automated posting.
,,,,,,,,The reservation was canceled 9 days before arrival. This is an automated posting.
,,,,,,,,"I stayed here for a week in order to attend a conference and also stay through the weekend for a mini vaca.  I spoke with Roel prior to arriving and I met Roel and his wife the night I got in.  They showed me around and were very easy going. I feel that they would have addressed any issues if I had had any.  

The location was perfect for everything I needed and wanted to do.  And the bed was super comfy!   Having the convenience of a parking spot also made this place well worth the stay.    

I would definitely stay here again and would recommend it.  Thanks for everything! "
3432834,4.5,10,10,9,10,10,9,"This is a great location to explore multiple areas in Austin! Close to a bus stop and short walks to all of the restaurants and nightlife on the east side, downtown, and Rainey Street. I loved the unique yard. The host was super helpful and responsive to any needs and updates. "
,,,,,,,,"Jennifer was very responsive. The casita is cute and well located in East Austin with good restaurants, food trucks, and cool music venues. It cost a few dollars to take a cab from Rainey street and is very walkable to the main attractions. We had the best brisket sandwich at La barbecue and bike around with the two bikes provided. It is not for late sleepers because of all this natural light and noises, but allows you to start your day earlier. Also we brought to her attention that the cleaning crew could do a better job. Cool place, nice vibe, and  amiable hostess. Nice stay overall!"
,,,,,,,,"This place is simply amazing! There's a certain kind of magic to Jennifer's cozy cottage located in East Cesar Chavez (which is close to everything by the way). Maybe it's the scenic garden you walk through to get to the front door. Maybe it's the sun shining through the stained glass window in the shower. Maybe it's the soothing sounds of rustling leaves as you fall asleep in this quiet neighborhood. Whatever it might be, don't hesitate to book a few nights here if you're planning a trip to Austin. You're steps away from Cesar Chavez, which can easily connect you to the city's flashy 6th Street, or a more laid back vibe on South Congress. Jennifer even has 2 bikes for you to use, which make for an amazing way to tour Austin like a local. Jennifer is quick with communication and attentive, and even invited us to a bonfire in her backyard! If you want a tranquil stay in the city while still being steps away from food trucks, nature, and night life, look no further than Jennifer's cottage."
,,,,,,,,"Jennifer always responded quickly to any of my queries.  She is friendly and commiserated with me after the Donald was elected.

No TV, and that's a good thing!
"
,,,,,,,,We adored our stay with Jennifer - she couldn't have been more helpful throughout our trip and we didn't want to leave our cozy Austin cabin!
,,,,,,,,"Jennifer's place is an awesome cozy place to stay if you're ever in Austin! The place is a super easy walk right to the city center and most places
 you would want to go. 

Jennifer is also super nice, very helpful, and super communicative. Great host!"
,,,,,,,,"My husband and I absolutely loved our stay in Jennifer's cottage retreat. There was a mini-fridge to keep snacks and drinks cold in addition to a cupboard of drink ware, coffee maker (grounds-only), and microwave. I especially loved the pretty tile work on the updated bathroom floor. We got a lot of natural light in the cottage throughout the day without the need to turn on lamps. There is also a ceiling fan for those days when the Texas sun beats down.  We really enjoyed our peaceful stay on the property and want to go back already! Also, Jennifer was also a lovely person to meet in person as she is a longtime Austin resident and knows about all of the parks and natural retreats in the area. For animal lovers, there are two adorable goats, a dog, a kitty, and a tortoise on the property as well to befriend. If you want to stay in a relaxing, quiet area near downtown and the Rainey Street bars, I recommend seeing if Jennifer's cottage is available. "
,,,,,,,,"This cottage has a great location and price but is held back by its cleanliness and size. 

Let me start by saying that Jennifer is a great host. She was communicative and attentive to our needs and satisfactorily provided solutions to our issues. Checking in was easy and the environment surrounding the property is pleasing. A dog and two goats live outside in the main house yard next to the cottage and they were fun to interact with! Jennifer provided two bikes for my wife and I to explore the city and they were perfect for our needs. The location is great for accessing most restaurants, bars, and attractions in the downtown Austin area. 

We did have a few issues unfortunately. When we arrived, the room obviously had not been cleaned since the previous guests had left. The bed was unmade, towels were dirty, the toilet had not been flushed, the floor had not been vacuumed, and there was trash in the room. We immediately notified Jennifer and she was extremely apologetic and offered us the first night free. This was acceptable since we weren't able to actually use the room until 8pm when our check-in time was 3pm. Jennifer cleaned the room herself and had really good recommendations for what to do and where to eat during our stay. 

Once the room itself was cleaned the stay became more enjoyable. However, there are some other problems we encountered. The lodging didn't have the greatest of amenities, most notably with shampoos, soaps, and toilet paper. Investing in small bottles of shampoo and new soap for guests would go a long way. Also, we were only provided with a single roll of toilet paper for our trip. We asked for more and Jennifer provided one additional roll. Instead of asking every time we needed more we ended up just buying our own from the store as well as new soap. Finally, the room itself is quite small for two people. The bed is small and half the windows did not have curtains which stifled our privacy. 

These issues keep the overall rating from exceeding 3 stars. I can't speak highly enough of Jennifer and the way she handled issues as they arose. All of the recommendations she provided enhanced our stay in Austin. The location, price, and Jennifer's attentiveness added a lot to the value but could not compensate for the other issues we experienced. I would recommend this lodging if you are by yourself and none of the problems described here are notable. "
,,,,,,,,"A wonderful place to stay in Austin! Jennifer was such a nice host, we had everything we needed! The cottage was super charming and authentic, and the location was just perfect - quiet, but next to a lot of very cool restaurants, coffee shops and bars with live music! I reccomend!"
,,,,,,,,"What a great stay we had here.
Jennifer was a great, warm and friendly host who made our stay such a welcome one. She was always in touch prior to our trip and gave loads of suggestions for our stay . the place itself is a little larger than in the photos with a great bed and shower. There's no kitchen but there is a microwave , kettle and fridge. It lies at the back of a lovely garden which feels private and has hammocks too.On the other side of the wire fence are 2 lovely goats a friendly dog and a reclusive tortoise. I would only recommend bringing insect repellent for the odd mosquito.(although Jennifer had some already).
The location is fantastic as it is on a quiet residential road but you're a 20 min walk from downtown Austin and a ten minute walk from East 6th street were the bars are. Around the corner is a cat cafe! As a vegetarian, there were loads of places to eat within walking distance too. 
If we stay in Austin again, we'd stay here again. 
 "
,,,,,,,,"A great Airbnb experience! We enjoyed the neighbourhood, and really liked the space, it was perfect for the two of us. Convenient parking was a nice amenity, and Jennifer was very friendly. We had a wonderful time in Austin, and this was a great home base. "
,,,,,,,,"Jennifer was an excellent and enthusiastic host. It was easy to communicate with her via text. We found the place charming, cozy, well-equipped and very conveniently located. "
,,,,,,,,"My wife and I thoroughly enjoyed Jenniferâ€™s cottage. The cottage itself was quaint, cozy, and clean -- perfect for couples. It had a small fridge to store drinks and food along with a cupboard containing coffee and teas. The best part was the cottageâ€™s close proximity to all of Austinâ€™s hot spots, such as E 6th St., Rainey St., food trucks, and even the state capitol -- a five to ten-minute drive. Jennifer also provided two bicycles to get around town but we never got around to using them.

Jennifer was also very accommodating and quick to respond to texts. Before arriving, Jennifer sent us a message with all the information needed to get to the cottage along with a helpful list of must-see local attractions.

Iâ€™d highly recommend Jenniferâ€™s cottage to any couple looking to have a worry-free stay in Austin."
,,,,,,,,"We loved our stay at Jennifer's garden cottage!!   Very lush, secluded, and quiet backyard.  We stayed in July and the temps were in the 100s, we were super pleased that the AC was kickin' when we arrived!  We were very comfortable and cool during our stay and even slept with the quilt over us.  Jennifer provided two bikes + bike locks for us, we used them every day... Austin is so bike friendly and the cottage is in such a perfect location!!  We took the beautiful bike trail along the river that took us to Barton Springs/Botanical Gardens.  The cottage comes with a little mini fridge and microwave, which was good because we had lots of leftovers.  She provides cups/mugs but not plates+utensils.  Bathroom was great, good shower pressure and water temps and lots of towels!  Bed is firm and mattress size is FULL, but we were very comfortable and slept well every night.  If you like a little more Queen size / King Size space between you and your sleeping partner you may feel a little cramped.  I hope we visit Austin again, we loved it SO much!!  We visited a lot of Jennifer's suggested stops and had the best time.  "
,,,,,,,,"Jennifer was very friendly and helpful and easy to reach! She gave us good suggestions for things to do in Austin. The location was awesome--an easy walk to a great cafe, bars, and restaurants. Three of the windows don't have curtains or blinds so it got pretty light in the morning and the internet kept cutting out, but otherwise the cottage was clean and the bed was comfy. The bathroom was really cute. One of the dogs in the yard is still kind of a puppy so it jumped on me a lot, but if you're a dog lover then you'll enjoy it. "
,,,,,,,,"It was a very safe, clean, comfortable place, just as advertised. I enjoyed my stay, and I would recommend it to others."
,,,,,,,,"We really enjoyed our experience at Jennifer's place in Austin! It was really like a cozy cabin in the middle of the city. Very clean, bed was comfy, bathroom was room and nice!
The place is very well located. Some places were only a 10 minute or less walk away. Also near to the Lady Bird Lake hike & bike trail. We didn't use the bikes at the bnb but they looked like they were in good condition and you'd be able to get to tons of places by bike very quickly!
We didn't meet Jennifer in person but she was very communicative, responded quickly when we messaged her, and I'm sure would have been available very fast had we needed her. "
,,,,,,,,"Jennifer's cottage was exactly as expected! She was traveling during our stay but was very communicative leading up to and during our visit and had an in-town back up to help us out if needed, it was very much appreciated! It is a small place, but we were really just there to rest our heads between our adventures and it did the job! Great location, everything we wanted to do in Austin was accessible via walking, Car2Go, or biking. She even provided two bikes perfect for cruising around the lake trail and beach towels for swimming trips. The bathroom is surprisingly large for a small place, so it was perfect for sharing and getting ready together."
,,,,,,,,"We enjoyed our stay at Jennifer's zen garden cottage! Her description is accurate, and she gave us friendly, welcoming guidance with detailed emails leading up to our stay. Everything worked fine: locks, electricity, plumbing, etc. The bathroom was more spacious than we expected and beautifully decorated. When a problem arose, Jennifer was exceptionally prompt, responsible, and generous in resolving the situation. We would gladly stay at Jennifer's zen garden cottage again."
,,,,,,,,"Our stay at Jennifer's place was very nice. We had some bikes ready but we didn't need them, because the most things where in walking distance. The cottage was great and clean and Jennifer was offering every help we needed."
,,,,,,,,"The best part of this Air BnB was the location. We were in town for a festival, but it got rained out so we rented a car, but honestly you wouldn't need to. It was a short walk to about 100 funky bars and restaurants or to connect with an amazing hike/bike system that we followed for miles until we found ourselves 10 miles away swimming at a waterfall. 
Jen was glad to point us in the right direction.
The house was tiny, but we weren't there much so it didn't matter. The yard was quaint but full of mosquitos... not to worry though, there was plenty of bug spray in the cottage. 
Couldn't beat the location! There was a mini fridge, coffee maker and microwave for the essentials. "
,,,,,,,,"This was a great place to stay in East Austin. Sharing the yard with two very friendly neighbors (with two very adorable dogs), it had a cozy and natural feeling to it. The place consists of a bedroom and a bathroom - very close quarters but that didn't bother my girlfriend and I. We were delighted to see the small air conditioner in the window upon arrival, as it was hot and humid during our days there. The bicycles were probably the best part about this place. Having never been to Austin, the bikes allowed us to ride everywhere we wanted to go, exploring without the need to use Uber all the time. We recommend hitting the bike path and following it west toward Zilker Park - it's a great ride. 

Altogether we loved our stay! If I had to name a negative, it would be that the trash hadn't been taken our prior to our visit, and it looked like the floors could use a bit of vacuuming. But that didn't really bother us all that much. We'd happily stay here again!"
,,,,,,,,"This was yet another good Airbnb experience. The listing was accurate and there were no unpleasant surprises. One thing that did surprise me was the extremely close proximity to the boardwalk on Lady Bird Lake. The two bikes that were available were in working order and were a great addition to our trip. Jennifer was a great host as well and was extremely communicative throughout my stay. The place is small, but more than enough if you plan to spend your days out and about in this vibrant city. 9/10 would stay again!"
,,,,,,,,Jennifer was great about communicating about check in/out and reaching out to make sure we were settling in well. The little house was charming and was just what we expected based on Jennifer's description. We were in town for a conference at the Austin Convention Center and it was a quick easy walk to the center every day and also a very quick walk to Rainey Street which has a bunch of cute bars and restaurants which we enjoyed.  The neighborhood was surprisingly quiet for being so close to everything and the yard was very private and relaxing. 
,,,,,,,,"In the back of a pleasant meadow-like garden, this cottage is cosy and convenient. It definitely is compact - but was perfect for just one person - and with the outdoor veranda would be good for two people as well. The location is good - a few blocks to hip bars and food trucks along East 6th St - and craft beer fans should definitely check out Bangers and Craft Pride on Rainey St, also just a few blocks away. Jennifer was very responsive before and during my stay, and I have no hesitation in recommending this cottage as a base for exploring the cool city of Austin."
,,,,,,,,"We had an amazing time at Jennifer's little get away. The location was perfect, probably my favorite area of Austin. Walking distance from great restaurants, Food trucks and more. The bikes that are available really helped get around. Jennifer was super helpful in directing us to some great eating spots and other activities.  The small backyard area was perfect and peaceful for a morning coffee. We went for SXSW and it was perfect.  "
,,,,,,,,"The location is wonderful and Jennifer is a very welcoming host (though I did not meet her in person). I loved most things about the cottage, but there was one upsetting thing - I saw several cockroaches in the bathroom. I hope that problem gets dealt with. 

On a positive note, I also liked the interior decor and the lawn outside. 

"
,,,,,,,,"We had a wonderful stay in Austin at this garden cottage get away! Our host was so inviting and friendly and made sure to have every possible accommodation we could need! The added bonus of bicycles was the cherry on top! We were able to bike around downtown and see so much more of the city than would have been possible otherwise. We had the best time!! We loved that it was private and yet very close to restaurants and all the ""action"".  We would highly recommend a stay here unless you are tall - we aren't and the bed was a good size for us but I'd worry if you require some leg room. Also there isn't a lot of storage space if you have a lot to unpack and want to stash your bags somewhere. But it was very clean, loved the window in the bathroom and very cozy. "
,,,,,,,,"It's ""Tiny"" , but surprisingly the 2 of us never felt on top of each other nor were we bumping into each other. Our favorite part were the bikes! The location is great. We were within a 15min bike ride from the most distant destinations on our itinerary. Cenote is great & became our planning headquarters every morning for breakfast :-)
   Jennifer gave great easy directions & has a great list of what to see & do. Austin is a great Yelp town. Trust Yelp. (We're from Charlotte, where Trip Advisor or (SENSITIVE CONTENTS HIDDEN) ratings are better indicators)"
,,,,,,,,"We had a lovely time in Austin. The cottage was small, as advertised, but was more than enough space for us and was in an excellent location for exploring the city. The neighborhood is in an up-and-coming area--it was very easy to get around, especially thanks to the bikes that were made available to us. The cottage is a short walk or bike ride away from La Barbecue, bars on East 6th, and lots of other excellent food and nightlife. Even Barton Springs, which is about as far as we ventured, is a lovely a 20-30 minute bike ride along the river.

The cottage itself is in a cute garden, set back behind a bigger house. The place was clean and neat when we arrived.

We didn't meet with Jennifer in person, but she did a great job communicating with us before, during, and after our stay. She also sent a list of some of her favorite spots in the city before the trip, which was much appreciated. Overall, we had a great trip!"
,,,,,,,,"The Artsy, Zen garden cottage is amazing. It was the perfect place to stay. Clean and comfortable. Close to everything with plenty of cool places to walk to. 

I really dug Cenote Cafe down the street from the cottage. Neighbors were friendly. Overall, a very ""real"" place to stay. Definitely makes you feel like a local. Will stay here again. Jennifer was super helpful as well.

Austin rocks!"
,,,,,,,,"This cottage is walkable to the convention center and was convenient for my business trip needs. Despite Jennifer being out of town, she was helpful, communicative, and quick to respond. Cenote is conveniently nearby and on the way to the convention center and was a great place to grab coffee and breakfast. Love the cow skull, too!"
,,,,,,,,"This was my first time in Austin and I loved the vibe of Jenniferâ€™s cottage! Jennifer was quick to respond to all of my messages and offered a lot of helpful hints for planning our trip. The cottage is tiny, as advertised, but cute, quiet, and appropriate for what we needed, since we were out most of the time. If youâ€™re tall keep in mind that the cottage has a full bed, my 6ft tall boyfriend was a little cramped at night. The cottage is in an ideal location and we were able to walk to a ton of restaurants, coffee shops, food trucks, and bars (including 6th Street and Rainey Street). We also took advantage of having bikes available and rode along the Colorado River on the hiking/biking trail to Barton Springs (highly recommended if you go!). If we were feeling lazy, we would take an Uber to parts of the city, and each ride was at most 5 minutes away. We were a little surprised on our first day there when 2 dogs came running up to us in the yard but they were very friendly, the yard was kept clean, and we only saw them a few times during our 5 day stay. Overall, we had a wonderful time in Austin would definitely go back!"
,,,,,,,,"Jennifer made planning our trip to Austin so easy! She is quick to reply to messages and has recommendations for all tastes. The cottage is perfect for one person or a cozy getaway for a couple. Austin was freezing during our stay but space heaters kept us warm. We took ubers around the city and it was always cheap given the central location of the cottage. There are a few cute breakfast places around. We highly recommend the Blue Cat Cafe for lunch if you are a cat person! Thank you for making our first visit to Texas unforgettable, Jennifer :)"
,,,,,,,,"Delightful, quirky place, amazingly well-situated to explore East Austin as well as walk to any business you might need to conduct downtown. So glad I stayed here instead of my conference hotel. Having bikes available was awesome. Some of the high windows do not have curtains â€“ this is not an issue for privacy at all, but if you have trouble sleeping with light in the room, bring your eye mask. There is also a lower window behind the bed that I did opt to cover with a large scarf I had with me, since I felt a little exposed even though it looks out on lush backyard greenery. I did not meet Jennifer in person, but she was very solicitous, and I'm sure would have helped me out with a window covering if I had asked. Highly recommended."
,,,,,,,,"Jennifer was great to deal with. She kept the communication open and answered any questions I had. The location was ideally located only minutes from downtown and 6th street (and for our needs, the convention center). Overall, we had a great stay!"
,,,,,,,,"Jennifer's cottage was perfect for my stay in Austin. Walking distance to everywhere I needed to go, yet lovely and cozy and warm for when the endless rain kept me inside. Jennifer was quick to respond when there was an issue with the wifi, and it was fixed promptly and gave me no more issues from then on.

I will be returning to Austin to explore in dry weather and wouldn't hesitate to book here again. "
,,,,,,,,"We loved staying here and it was our perfect introduction to Austin. The cottage was really comfy and attractively done out, in a secluded back garden in a very pretty part of east Downtown â€“  just 10 mins' walk from East Austin nightlife (Sixth Street and around) or the bars on Rainey Street, and just a few mins from great breakfast tacos and the Kerlin Barbeque (highly recommended!). Sadly we didn't get to meet Jennifer but she was very welcoming and super-helpful with tips and advice both before and during our stay. We'd 100% stay here again. "
,,,,,,,,"Jennifer was very welcoming and provided great pointers of restaurants and bars in the local area. Her cottage was ideal for my first trip to Austin. I absolutely loved the area and how quiet it was. It was perfect walking distance to downtown, always stopped by the coffee shop Cenote on my way to downtown in the mornings. I am already trying to plan my next trip to Austin and am hoping I'm able to book this cottage with Jennifer again. Definitely want to stay here again! "
,,,,,,,,"We loved our stay at this tiny house!  As a few others have said, it's perfect for one or two people, more than that would be too crowded.  The location couldn't have been better, we could walk to Rainey street, East 6th, West 6th, and pretty much anywhere else we wanted to explore.  We didn't actually meet Jennifer, but we were out and about the majority of the time we were visiting anyway.  Lots of good food nearby, etc."
,,,,,,,,"Great stay - location is good, bed was comfy, and the whole setting was very charming. Jennifer was a super attentive host and solved a few small issues we had with no problem. I'd definitely recommend you stay here!"
,,,,,,,,"The cottage is very cute, nice, and clean. The location was perfect for us and we were able to walk everywhere. Amazing coffee at Texas Coffee Traders and an awesome taco truck are within a few blocks. It was a bit smaller than expected, which was fine since we spent most of our time out, not enough space to have meals in the room though. Overall, it was a great experience and Jennifer was a lovely host. Great value for the price. "
,,,,,,,,"Staying in Jens cottage was fantastic. She gave great tips on things to do in Austin, and made us feel welcome. The little house was exactly what we needed for our get away. The neighborhood is nice and surprisingly quiet for being so close to so many attractions. "
,,,,,,,,The cottage was great. The location is perfect for exploring Austin. I loved chilling on the front porch. Jennifer went above and beyond to be helpful.
,,,,,,,,"Rustic Texan charm! We loved staying at Jennifer's cottage in Austin. Walking distance to just about everything, but tucked away just enough to ensure a quiet night's sleep. We could resist taking a selfie with the cow skull that greeted us on arrival! "
,,,,,,,,"Jennifer was very communicative during the days approaching our trip. She was out of the country during our stay but we had everything we needed. The room was cool when we entered which was a nice escape from the Austin heat! The description of the listing is accurate and is a good space for 1-2, definitely not 3 though. While the porch area was very cute and looked cozy, when we went to visit it was too hot to enjoy so when we weren't exploring, we stayed inside in the AC. My only negative is that there is a window just above the bed without a curtain. While there is no through traffic and nobody passing by, my fiance and I are scared-y cats and had to put towels over the window to be able to fall asleep. It doesn't help that we also saw a few scary movies playing in the background at Casino El Camino on 6th! Also, if you are the type that likes to sleep in, I would not recommend this place as there are open windows towards the ceiling which let natural light in. 

Pros:
Walking distance from Downtown and great food spots nearby. 
Secluded, homey, feel.
AC!

Cons:
Scary window

Thank you, Jennifer! We felt at home in Austin during our stay."
,,,,,,,,What a great wee find! It's like you're in the middle of the countryside and yet minutes from downtown. Loved this space and would def stay again if in town. Jennifer was fast to respond to queries too. Recommended!
